x,y,Total number of holdings (c288),Total Area (c1),Total Crops & Fallow (c35),Rough Grazing Area (c7),Woodland on holding (c8)
418000,202000,3.2,727.7,52.7,0,17.8
418000,204000,1.3,510.5,34.7,18.8,1.5
418000,206000,1.3,510.5,34.7,18.8,1.5
418000,208000,1.3,505.3,34.6,9.9,1
418000,210000,0.7,250,17.2,0.4,0.3
418000,212000,0,0,0,0,0
418000,214000,1.3,392.4,26,0.4,3.7
418000,216000,2.9,448.4,25.8,0,22.2
418000,218000,6.6,464.5,21.5,0,18.1
418000,220000,9.8,555,19.6,8.5,10.4
418000,222000,8.6,618,20.5,13.7,14
418000,224000,3.4,330.5,16.2,3.2,7.8
418000,226000,4.6,428.5,23.3,1.1,15.7
418000,228000,6.2,635.7,32.3,1.7,28.9
418000,230000,5.1,315.8,15.7,0.6,1.7
418000,232000,4.3,392.7,23.4,1.1,0.8
418000,234000,3.3,370.9,20.8,13.9,12.9
418000,236000,2.7,329.4,16.3,18.5,17.2
418000,238000,6.3,383.9,21.6,5.7,9
418000,240000,9.3,452.5,27,1.6,3.4
418000,242000,6.3,423.8,22.3,2.5,4.1
418000,244000,4.6,378.7,19.7,0,4.4
418000,246000,4.9,377.6,20.9,0,5.5
418000,248000,4.9,538.1,32.3,0.5,8
418000,250000,4,184.4,11,0,0.3
418000,252000,5.1,222,13.3,0,1.3
418000,254000,0,0,0,0,0
418000,256000,6,381.6,22.9,0.2,9.4
418000,258000,3.7,242.5,12.2,21.5,11
418000,260000,4.6,251.1,10.1,23.1,12.9
418000,262000,8.8,166,1.6,5.1,4.2
418000,264000,9,263,12.6,22.5,5.7
418000,266000,10.7,308.9,11.3,13.1,2.2
418000,268000,8.5,322.1,11.7,8.3,0.6
418000,270000,7.3,277.4,9.4,14.7,0.5
418000,272000,6.9,267.9,9.6,14.6,1
418000,274000,9.3,323.7,12,5.8,3.1
418000,276000,9.6,320.4,12.1,1.7,6.5
418000,278000,2.9,161.7,10.7,0,9.5
418000,280000,4,187.7,9.1,0,0.4
418000,282000,6.8,298.2,12.4,10.6,3
418000,284000,5.1,263.3,10.8,5.3,1.5
418000,286000,1.8,114.2,4.5,0,0
418000,288000,2.6,171.3,6.8,0,0
418000,290000,3.8,121.1,4.8,3.2,0.1
418000,292000,4,256.1,13.9,19.4,0
418000,294000,5,380.8,35.9,0.9,1
418000,296000,6.6,220.6,16.2,4.7,4.9
418000,298000,6.9,315,19.4,2.3,4
418000,300000,4.8,249,16.1,5.5,1.9
418000,302000,10.4,493.7,34.2,0,3.7
418000,304000,2.8,147,8.6,1.6,0.4
418000,306000,5,357.5,23.9,0.2,2.1
418000,308000,3.6,352.2,24,0.4,2.4
418000,310000,5.5,549.2,34.9,0.4,1.3
418000,312000,4.5,270.9,16.1,0,0
418000,314000,3.9,408.4,29.2,5.6,14.1
418000,316000,4.5,341.6,24,0,14.2
418000,318000,3.7,231.1,10.2,0,1.4
418000,320000,4.1,377.2,15.5,1.7,4.6
418000,322000,4.6,458.8,16.7,6.7,18.3
418000,324000,9.2,319.2,8.8,2.6,0.7
418000,326000,5.2,345.2,11.6,0,1.4
418000,328000,5.9,379.7,11.5,24.7,2.2
418000,330000,11.2,414.3,13.6,3.6,1.9
418000,332000,11,382.5,11.6,2.7,2.2
418000,334000,12.6,320.9,6.1,0,1.6
418000,336000,9.6,354.7,10,0,4
418000,338000,9,356.9,9,1,2.6
418000,340000,10.4,375.9,7.3,2,1
418000,342000,6.9,541,14.1,39.5,7
418000,344000,14.2,482.2,11.4,48.2,7
418000,346000,9,263.1,1.2,2.3,0.6
418000,348000,11.5,333.9,2.9,2.6,1
418000,350000,9.2,382.6,4.1,5.1,0.8
418000,352000,7.4,398.5,2.2,6.3,3.8
418000,354000,7.4,348.8,0.5,2.3,7.3
418000,356000,5.9,338.3,1.1,2.9,3.6
418000,358000,7.1,364.8,1.9,7.3,2.5
418000,360000,3.7,231.6,3.2,6.5,3.3
418000,362000,4.9,308.8,4.2,4.3,4.3
418000,364000,7.1,324.1,1.4,19.9,0
418000,366000,10.2,428.9,4.7,22.1,3
418000,368000,5.9,277.6,2.5,61.6,2.2
418000,370000,3.3,235.4,10.5,0,2.4
418000,372000,3.2,242.3,5.1,12.7,0.3
418000,374000,7,517,1.6,128.5,22.4
418000,376000,9,233.6,2.5,8.1,0.4
418000,378000,6.5,290.5,0,90.8,1
420000,180000,3.1,316.3,16,33.8,11
420000,182000,5.8,418.8,17.6,0,0.6
420000,184000,5,405.1,18.3,28.4,0.5
420000,186000,5.1,423.4,19.3,130.9,0.7
420000,188000,4.5,397,16.1,0,1.5
420000,190000,2.8,338.6,12.6,0,1.9
420000,192000,2.1,254,9.4,0,1.5
420000,194000,2.7,344,16.5,0.1,1
420000,196000,2.6,349.4,20.5,0,0
420000,198000,3.3,252.8,14.2,0.3,1
420000,200000,3,117.1,5.8,0.8,1.5
420000,202000,2.4,538.8,37.1,9.4,9.6
420000,204000,1.4,496.2,33.1,14.3,2
420000,206000,1.6,481.8,31.5,9.9,2.5
420000,208000,0,0,0,0,0
420000,210000,1,375.1,25.8,0.7,0.4
420000,212000,1.4,500.1,34.4,0.9,0.6
420000,214000,1.4,500.1,34.4,0.9,0.6
420000,216000,2.1,376.5,22.9,0.2,13.8
420000,218000,2.3,204.9,13.2,4,14.2
420000,220000,6.2,325.6,18.9,8,17.3
420000,222000,5.1,260.1,12.7,2.5,2.3
420000,224000,7.8,432,14.1,10.1,10.6
420000,226000,6.6,340.5,17.1,2.5,1.5
420000,228000,5.6,345.8,15.6,0,2.2
420000,230000,6.8,340.6,17.8,58.2,1.3
420000,232000,2.5,247.7,17.1,0,0
420000,234000,3.8,412.4,25.2,9.3,8.6
420000,236000,2.7,329.4,16.3,18.5,17.2
420000,238000,7.3,362.6,22.1,1,2.4
420000,240000,7.3,495,27.7,3.1,11.4
420000,242000,7.3,495,27.7,4.2,11.4
420000,244000,5.8,421.1,23,2.1,6.5
420000,246000,4.4,443.1,25.5,0.3,4.2
420000,248000,4.4,570,33.1,2.9,9.5
420000,250000,1.1,191.3,11.5,0,3.1
420000,252000,7,302.2,18.1,0,2
420000,254000,0,0,0,0,0
420000,256000,5.8,461.7,25.7,32.5,2.6
420000,258000,5.3,263.9,11.2,0,13.9
420000,260000,5,285.2,14.4,1.1,6.9
420000,262000,8.4,328.5,17.2,16.1,3.8
420000,264000,11.6,336.7,14.9,24.4,5.8
420000,266000,10.6,293,8.9,3.8,0.5
420000,268000,10.3,295.1,9.5,7.5,0.4
420000,270000,5.4,131.8,2.5,18.4,0.1
420000,272000,7.3,318.7,15.5,15.2,2.1
420000,274000,8.5,257,10.1,7,2.3
420000,276000,5.7,209.3,10.4,3.5,5.9
420000,278000,2.9,161.7,10.7,2.2,9.5
420000,280000,5.6,241.3,10.5,5.5,0.5
420000,282000,5.4,242.9,10.8,5.3,1.7
420000,284000,3,181.4,13.2,0.6,0
420000,286000,3.5,228.4,9.1,0,0
420000,288000,3.6,249.1,11.3,0,0.7
420000,290000,1.9,274.6,14.6,4.5,0
420000,292000,3.6,119.4,7.2,6.3,0.8
420000,294000,4.9,204.1,11.6,6.3,1.3
420000,296000,3.9,254.3,13.1,0,1.4
420000,298000,5.4,276.8,14.3,50.6,1.6
420000,300000,3.6,204.7,11.2,6.5,1.5
420000,302000,1.4,53.7,2.8,0,0.3
420000,304000,1.4,53.7,2.8,0,0.3
420000,306000,5.6,373.2,23.2,0,0.4
420000,308000,4.8,427.2,23,0.1,0.4
420000,310000,4.5,357.6,18.3,0,0.1
420000,312000,4.5,270.9,16.1,0,0
420000,314000,2.8,250.1,17.5,0,5.7
420000,316000,3.7,258.1,14.6,0.5,1.7
420000,318000,5.4,287.3,12.8,0.5,2.7
420000,320000,3.8,321.4,13.6,4.9,9.1
420000,322000,6,368,20.9,6.1,0
420000,324000,9.3,278.1,8.1,2.6,0.4
420000,326000,6.5,336.5,10.7,0.9,1.2
420000,328000,7.3,310,9.8,12.2,0.7
420000,330000,14.9,481.9,14.7,1.8,0.9
420000,332000,10.7,318.8,7.7,0.9,2.8
420000,334000,7,521.1,20.1,0.5,6.4
420000,336000,11.3,346.5,6.3,6.1,8.4
420000,338000,10,302.2,6.8,3.1,4.5
420000,340000,6.2,235.9,8.5,0,0.4
420000,342000,4.5,317,8.6,0,3.6
420000,344000,6.3,256.6,4.3,0,0
420000,346000,10,401.8,8.2,3.6,3
420000,348000,13.3,317,2,4.5,1.4
420000,350000,13,353.9,1.5,18.3,1.5
420000,352000,12,464.6,0.1,59.7,1.9
420000,354000,5.1,328,1.6,10,1.1
420000,356000,5.6,328.1,1.5,19,2.3
420000,358000,6.6,312.4,1.1,0,3.4
420000,360000,7.5,500.1,16.6,80.6,0
420000,362000,3.6,162,0.7,13.3,0
420000,364000,5.8,299.9,2,0,0.1
420000,366000,10.2,428.9,4.7,22.1,3
420000,368000,5.9,288.6,2.2,0,13
420000,370000,3.1,268.9,3.2,27.4,12.8
420000,372000,3.8,327.8,1.5,25.4,11.8
420000,374000,2.5,142.1,0,0,3
420000,376000,5.6,191.7,0.6,0,9.6
420000,378000,6.8,243.2,4.4,28.2,3.9
422000,180000,5,405.1,18.3,0.4,0.5
422000,182000,3.4,377.8,19.6,1.3,0.3
422000,184000,2.7,364.2,20.2,1.7,0.3
422000,186000,4.8,338.7,24.3,0,0
422000,188000,6.8,458.1,23.6,0,0.6
422000,190000,2.6,209.1,9,0,0.7
422000,192000,2.1,292.8,14.7,0,1
422000,194000,2.3,499.4,34.3,0,0
422000,196000,2,505,35.1,0,0
422000,198000,4,156.2,7.8,0.8,2
422000,200000,4,344,21.7,0.3,13.7
422000,202000,1.5,214.9,13.7,0.2,5.3
422000,204000,2,453.1,28.3,0.9,3.6
422000,206000,1,226.6,14.2,0.5,1.8
422000,208000,0,0,0,0,0
422000,210000,4.6,441.2,33.7,5.5,11.2
422000,212000,4,365.3,25.6,8.1,9.9
422000,214000,1.8,142.4,6.2,9,4.9
422000,216000,0.4,35.6,1.5,2.2,1.2
422000,218000,5.4,583.2,43.4,3.2,9.7
422000,220000,4.2,314.8,20.3,10.4,14.7
422000,222000,7.2,261,9.7,1.1,2.2
422000,224000,9,303.7,10.6,7.9,4.5
422000,226000,5.5,360.6,13,2.5,7.6
422000,228000,6.8,379.2,10.8,3.9,6.7
422000,230000,6.2,367.6,11.5,7.8,7.8
422000,232000,1.5,65.3,1.9,0,11.2
422000,234000,5,387.5,22.2,0,7.4
422000,236000,3.7,324.3,17,9.3,12.1
422000,238000,4.5,287,17.3,0,4.1
422000,240000,5,320.2,20.3,2.2,4.9
422000,242000,6.7,367,21,6.1,1.4
422000,244000,6.7,367,21,6.1,1.4
422000,246000,5.1,326.7,19.7,1.5,1.2
422000,248000,4.1,405.8,20.5,7.1,9.1
422000,250000,3.1,409.6,22,5,9
422000,252000,7.6,321,19.2,0,2.5
422000,254000,7.6,321,19.2,0,2.5
422000,256000,5.8,461.7,25.7,30.6,2.6
422000,258000,4.9,348.6,16.4,1.9,11.1
422000,260000,5.3,263.9,11.2,0,13.9
422000,262000,7.2,328.1,24.1,1.8,0
422000,264000,7,263.1,11.1,7.6,2.1
422000,266000,5.4,145.4,4.2,0,0.3
422000,268000,5.4,145.4,4.2,0,0.3
422000,270000,3.2,322.5,20.8,7,2
422000,272000,3.2,322.5,20.8,7,2
422000,274000,8.5,257,10.1,7,2.3
422000,276000,8.5,257,10.1,7,2.3
422000,278000,10,365.7,13.6,1.7,1.1
422000,280000,8.6,315.2,12.8,0.6,0.3
422000,282000,5,334,17.8,16.7,0
422000,284000,4.3,337.3,19.5,16.6,0
422000,286000,3.7,311.2,17.8,0,3
422000,288000,3.7,311.2,17.8,0,3
422000,290000,4,870.1,49.5,18.1,0
422000,292000,10.5,334.3,16.2,25,1
422000,294000,5.2,339.1,17.5,0,1.9
422000,296000,3.9,254.3,13.1,0,1.4
422000,298000,5.3,308,15.9,0,1.7
422000,300000,1.4,53.7,2.8,0,0.3
422000,302000,0,0,0,0,0
422000,304000,4.3,161,8.3,0,1
422000,306000,1.8,561.7,47.7,0,1
422000,308000,3.9,369.2,24.9,3.5,5.5
422000,310000,4.2,379.4,24.8,0,1.8
422000,312000,4.4,327.4,21.5,0,0
422000,314000,3.6,358.9,22,0,0.1
422000,316000,2.7,269.2,16,0,0.4
422000,318000,2.5,248.5,14.6,0,0.6
422000,320000,0,0,0,0,0
422000,322000,7.5,369.1,12.1,3.5,0.5
422000,324000,3,90.4,4.3,0,0.2
422000,326000,7.5,207.1,5.7,0.9,0.6
422000,328000,8.1,473.9,14.8,0,1.3
422000,330000,8.2,417.7,11.7,0.3,0.6
422000,332000,9.4,296,8.6,0,0.9
422000,334000,12.2,362.1,9,3.1,4.2
422000,336000,11.7,354.3,7.6,4.6,6.3
422000,338000,7.3,231.3,8.1,0,0
422000,340000,7.2,294.4,12.5,0,0.9
422000,342000,7.3,364.6,15.7,17.3,1.8
422000,344000,7.6,403.7,12.2,9.7,3.9
422000,346000,9,446.9,12.6,4.3,3.9
422000,348000,11.1,383.1,5.5,20.6,2.1
422000,350000,9.4,299.5,3.3,14.9,6.7
422000,352000,7.1,355.9,4.5,35.2,3.4
422000,354000,6.8,328.3,1.2,36.8,4.5
422000,356000,6.4,296.5,1.1,30.4,2.3
422000,358000,7.2,327.2,6.1,9.6,1.4
422000,360000,11.5,614.8,20.9,111,0.5
422000,362000,6.9,346.2,5.1,9.7,0.2
422000,364000,3.9,269.2,6.9,0,0.1
422000,366000,5.5,271.5,1.7,137.4,1.3
422000,368000,4.5,157.9,1.5,0,1.1
422000,370000,2.7,261.5,1.3,27.4,23.7
422000,372000,3.3,276.1,4.7,12.7,11.9
422000,374000,4.2,214.9,0,34.7,3.3
422000,376000,3.7,127.8,0.4,0,6.4
422000,378000,6.1,215.4,1.1,17.5,4.3
424000,180000,2.7,364.2,20.2,1.7,0.3
424000,182000,2.7,364.2,20.2,1.7,0.3
424000,184000,2.2,421.5,24.6,0.9,2.2
424000,186000,3.1,483.6,27.6,52.9,3.3
424000,188000,2.3,244.2,13.1,26.7,1.2
424000,190000,1,162.6,10,0,0
424000,192000,3,532.9,35.1,0.8,0
424000,194000,2.8,391.7,25.6,0,0.3
424000,196000,1.2,293,17.6,0,2.5
424000,198000,0,0,0,0,0
424000,200000,0,0,0,0,0
424000,202000,0.5,113.3,7.1,0.2,0.9
424000,204000,4.7,1213.1,79.5,4.9,73.6
424000,206000,3.4,770.4,51.6,4.2,48.5
424000,208000,2.6,190.6,16.4,2.8,0
424000,210000,6.2,588.3,44.9,7.3,14.9
424000,212000,4.7,614.2,40.6,3.2,79.9
424000,214000,4.1,494.9,30.9,6.8,52.5
424000,216000,4.9,570.5,39.5,4.8,35.8
424000,218000,0.4,42.3,2.9,0,3.1
424000,220000,2.1,234.6,12.4,2.4,0
424000,222000,6.5,315.5,16.1,2,2.3
424000,224000,2.6,385.4,24,0.8,3.4
424000,226000,3,370,15,0,10
424000,228000,4.5,350.8,13.4,11.7,10.1
424000,230000,6,374.3,20.5,9.9,2.5
424000,232000,6,395.2,11.9,4,29.3
424000,234000,5.8,283.8,10.1,0,36.1
424000,236000,6.4,395.3,19.2,0,7.4
424000,238000,9.3,415.5,18.4,1.3,0
424000,240000,5.1,230.4,12.7,1.6,1.8
424000,242000,6.7,367,21,6.1,1.4
424000,244000,6.7,367,21,4.6,1.4
424000,246000,5.6,330.1,18.3,5.3,3.6
424000,248000,4,436.7,20.9,9.5,11.7
424000,250000,4.3,411.6,21.3,7.1,12.8
424000,252000,5.1,336.1,22.6,0,15.9
424000,254000,4.3,362.8,24.3,1.4,3.3
424000,256000,4,538.5,29.6,13.6,2.6
424000,258000,4,515.3,28.9,9.8,2.4
424000,260000,3,190.4,14.5,12.2,1
424000,262000,2.5,205.4,9.6,0.2,0
424000,264000,5.1,410.8,19.3,0.4,0
424000,266000,3,209.5,10.5,1.1,4
424000,268000,7,427.1,22.8,3.9,15.9
424000,270000,3.5,213.6,11.4,2,8
424000,272000,2.8,201.1,8.7,0.9,2.6
424000,274000,8.3,329.5,13.1,3.9,2.6
424000,276000,10.4,401.9,14.8,0,0.7
424000,278000,10.4,401.9,14.8,0,0.7
424000,280000,8.6,315.2,12.8,0.3,0.3
424000,282000,6.1,263.6,13.1,6.3,0
424000,284000,6.4,311.9,15.2,6.4,0.2
424000,286000,6.8,295.9,13.8,0,1.9
424000,288000,8.4,288.3,11.8,0,1.3
424000,290000,6.6,428.5,22.7,1.1,3
424000,292000,9,307.8,15,6.3,2.5
424000,294000,5.2,339.1,17.5,0,1.9
424000,296000,5.1,294,15.6,0.8,1.4
424000,298000,5.1,332.6,21,1.6,2.8
424000,300000,4.3,309.6,23.1,2.1,1.9
424000,302000,3.8,225.8,20.1,3.5,1.2
424000,304000,2.6,83,6.3,0.4,0.3
424000,306000,3.8,418.7,36.9,0.8,0.7
424000,308000,2.3,512.1,42.5,0,2.6
424000,310000,3.8,396.7,29.5,1.2,5.4
424000,312000,4,496.7,37.4,0,0
424000,314000,7.2,612.5,36.8,2.5,0.4
424000,316000,7.4,423.7,29.6,4.9,1.2
424000,318000,5.6,542.8,37.8,0,1.5
424000,320000,1.2,113.9,6.7,0,0.4
424000,322000,0,0,0,0,0
424000,324000,0,0,0,0,0
424000,326000,14.8,398.1,17.5,31.8,3.3
424000,328000,6.8,392.8,13.6,7.4,2.1
424000,330000,9,160.4,2.1,0.8,0
424000,332000,7.5,325.7,11.8,0.3,0.3
424000,334000,9,355.8,14.2,0,1.6
424000,336000,9.8,368.5,14,0,1.6
424000,338000,9.3,427.6,19.3,0,2.6
424000,340000,8.8,486.6,24.7,0,3.5
424000,342000,8.8,486.6,24.7,15.2,3.5
424000,344000,13.4,338.4,9.6,3.6,2.7
424000,346000,16,321.6,9.6,0,2.1
424000,348000,12,308.8,7.4,1,6.2
424000,350000,9.8,297.1,7.4,6,6.3
424000,352000,5.7,311.6,10.2,20.2,0.4
424000,354000,4.1,240.5,1.7,149.1,0
424000,356000,8.7,285.3,0.8,10.9,0
424000,358000,2,121.7,3.5,3.7,0
424000,360000,6,272.6,2.1,39.1,0.6
424000,362000,4.6,325.8,0.7,10.4,0.2
424000,364000,5.1,330.4,2.3,12.3,0
424000,366000,3,169.1,0.3,101.8,0.1
424000,368000,0,0,0,0,0
424000,370000,0,0,0,0,0
424000,372000,1.7,119.6,6.1,0,0.1
424000,374000,5.4,228.7,1.2,30,0.6
424000,376000,1.1,79.7,0,28,0.1
424000,378000,2.5,459.8,0,329.3,0
426000,180000,2.4,392.8,22.4,1.3,1.2
426000,182000,2,450.2,26.8,0.4,3.2
426000,184000,1.7,478.8,29,0,4.2
426000,186000,1.7,468.4,30.8,29.5,4.3
426000,188000,3.7,516,32.1,4.7,2.4
426000,190000,4,650.4,39.9,2.4,0.1
426000,192000,6.4,395.3,20.2,0.5,13.5
426000,194000,2.9,175.4,5.8,0,1.4
426000,196000,3.4,411.7,18.3,0,3
426000,198000,4.7,744.1,45.5,0,5
426000,200000,5.3,609.7,39.8,0,4.5
426000,202000,2.5,191,15.9,0,1.1
426000,204000,1.7,111.7,9.9,3.3,0.1
426000,206000,1.1,74.5,6.6,2.2,0
426000,208000,3.5,254.1,21.9,3.8,0
426000,210000,4.5,472.8,32.8,3.5,41.9
426000,212000,4.1,524.5,32.2,1.4,76.3
426000,214000,5.5,589,38.9,7.9,52.5
426000,216000,6.9,653.5,45.5,14.4,28.7
426000,218000,3.4,326.8,22.8,7.2,14.4
426000,220000,0.4,42.3,2.9,0,3.1
426000,222000,2.5,277.5,21.1,1.7,4.6
426000,224000,2.6,371.3,26.3,1.4,1.4
426000,226000,3.6,726.1,46.3,0.3,2.1
426000,228000,5.5,364.4,19.9,4.4,4
426000,230000,5.6,416.9,21,3.4,3.9
426000,232000,4.9,556.2,28,8.7,37
426000,234000,4.2,716.7,39.5,0,97.9
426000,236000,2.4,331.4,18.5,3.4,33.1
426000,238000,4.3,299.2,17,0,0.6
426000,240000,5.7,338.6,17.7,0.6,3.3
426000,242000,3.6,252.1,10.8,0,11.7
426000,244000,6.3,457.2,34.9,0,4.6
426000,246000,6.1,295.7,19.7,4.4,0.9
426000,248000,5.8,258.3,15.7,5.9,0.6
426000,250000,5.5,315.9,21.1,4.3,6.1
426000,252000,5,392.1,28.4,4.1,9.5
426000,254000,1.3,102.7,7.6,0,1.9
426000,256000,4,346.8,22.3,0,1.9
426000,258000,3.6,425.8,28.9,0,1.3
426000,260000,6.1,363.3,22.2,1.1,0.4
426000,262000,7,470,37.6,2.2,1.6
426000,264000,3,220.2,14.2,1.2,0.4
426000,266000,5.3,412.6,22.8,2.2,1.3
426000,268000,4.8,375.9,17,3.6,6.8
426000,270000,5.6,402.3,17.4,1.7,5.2
426000,272000,5.6,402.3,17.4,1.3,5.2
426000,274000,6.3,389.3,18.1,4.1,2.9
426000,276000,6,288.6,13.2,3.2,0.5
426000,278000,5.2,200.9,7.4,0,0.3
426000,280000,11.9,330.6,12.5,1.7,0.3
426000,282000,6.7,228.5,10.7,1.1,0
426000,284000,9.2,267.6,10,2.2,0.6
426000,286000,10,280.7,9.8,2.6,0.8
426000,288000,9.5,286.4,9.4,3.4,0.9
426000,290000,8.9,332.7,16,2,3.2
426000,292000,6.8,318.5,18.5,0.5,1.9
426000,294000,4.6,298.7,16.9,0,0.9
426000,296000,4.8,158.6,10.2,2.4,0
426000,298000,3.9,227.8,15.1,3.2,3.1
426000,300000,3.4,244.1,17.6,1,1.5
426000,302000,2.6,196.5,16.5,3.1,1.2
426000,304000,3.8,225.8,20.1,2.1,1.2
426000,306000,3.7,556.8,45.7,1.6,0.8
426000,308000,3.1,380.9,30.3,2.3,3.9
426000,310000,4.3,441.5,32.8,2.3,8.1
426000,312000,7.6,309.7,15.5,0.3,1.7
426000,314000,5.6,229,11.7,2.7,1.2
426000,316000,9,119.4,11.7,21.9,0
426000,318000,4,291.3,22.7,9,0.3
426000,320000,2.4,202.1,7.6,5.2,2
426000,322000,1.2,101.1,3.8,0,1
426000,324000,9.1,413.5,10.1,0,2.4
426000,326000,5.3,198.3,7.2,14.9,3.8
426000,328000,7,264.4,9.6,7.4,5.1
426000,330000,6.9,222.5,8.1,0,2.9
426000,332000,6.6,338.9,13.3,0,2.3
426000,334000,9.9,472.6,17.9,0,1.7
426000,336000,9.9,472.6,17.9,0,1.7
426000,338000,8.5,428.7,15.5,0.8,1.1
426000,340000,7.5,397,17.4,6.5,2.7
426000,342000,9.8,357.4,15,3.3,2.4
426000,344000,13.7,322.6,10.2,19.3,1.4
426000,346000,13.6,258.8,7.6,3.6,1.3
426000,348000,16.8,474,11,3.7,6.3
426000,350000,9.8,318.6,9.2,5.6,3.7
426000,352000,6.5,233.6,6.6,27.2,2.3
426000,354000,12,322.2,5.3,51.9,4.4
426000,356000,3.8,92.9,1.5,17.3,1.5
426000,358000,0,0,0,0,0
426000,360000,0,0,0,0,0
426000,362000,0,0,0,0,0
426000,364000,0,0,0,0,0
426000,366000,2.4,666.8,2,317,0
426000,368000,1.6,444.5,1,211.4,0
426000,370000,0.6,39.9,0,14,0
426000,372000,3.2,162.6,2,48.4,0.1
426000,374000,4.1,165.7,0,68.7,0.1
426000,376000,2.8,245.1,0,142.1,0.6
426000,378000,4.6,710.9,0,529.3,1.1
428000,178000,2.7,259.3,17,9.2,12.2
428000,180000,2.5,328,20.9,4.3,11.5
428000,182000,2,427.3,28.6,4.3,7.5
428000,184000,1.6,378.5,30.4,6.7,3.4
428000,186000,1.8,319.9,24.8,6.7,2.3
428000,188000,2.3,247.4,15.7,0,1
428000,190000,1.8,258,15.4,0.8,1
428000,192000,3.7,238.2,9.6,0,7.5
428000,194000,2.8,265.2,9.5,0,1.8
428000,196000,4.6,461.6,18.9,0,5.6
428000,198000,4.6,461.6,18.9,4.3,5.6
428000,200000,3.5,317.3,23.9,0,4
428000,202000,8.9,534,35.6,0,2.6
428000,204000,7,360.5,25,6.3,1.9
428000,206000,1,119.2,8.1,0,1.2
428000,208000,4,476.8,32.4,0,4.6
428000,210000,3.5,252.3,18.4,0,4.5
428000,212000,2,131.9,8.5,0,1.6
428000,214000,5,354.6,23.7,11.2,5.2
428000,216000,7.3,546.4,38.4,22.4,9.7
428000,218000,4.2,623.7,36.7,19.8,2.6
428000,220000,0,0,0,0,0
428000,222000,1.3,126.8,8.6,0,9.2
428000,224000,2.8,313.6,24.3,2.3,2
428000,226000,6.7,497.1,31.4,3.7,6.6
428000,228000,4.6,344.6,20.9,2.2,5.8
428000,230000,4,421.8,27.3,6.7,3.5
428000,232000,4,370.1,21.4,13.4,1.9
428000,234000,3.6,282.6,14.3,6.7,1.2
428000,236000,7,277.8,15.4,12.9,1.3
428000,238000,5.8,350,19.6,12.2,1.4
428000,240000,4.2,321.8,15.7,0,6.6
428000,242000,3.8,428.6,27.4,0,12.3
428000,244000,4.5,330.6,23.9,1.5,7.9
428000,246000,5.8,255.3,10.7,2.7,4.2
428000,248000,5.9,273.8,11.4,1.9,5.8
428000,250000,7.7,414.1,23.5,2.5,22.9
428000,252000,5,410.8,30.4,4.1,7.4
428000,254000,5.3,421.6,27.5,0,9.8
428000,256000,3.8,424.8,25.7,1.4,7.4
428000,258000,3.4,367,27.9,1.4,0.9
428000,260000,7.4,465.9,24.8,0.3,0.6
428000,262000,6.6,455.1,30.8,2.5,1.4
428000,264000,0,0,0,0,0
428000,266000,1,89.7,3.8,0.9,0.9
428000,268000,4,358.9,15,2.7,3.7
428000,270000,0,0,0,0,0
428000,272000,2.2,188.3,10.1,3.2,1.5
428000,274000,2.5,263.1,17.3,3.2,0.5
428000,276000,2.8,86.5,3.4,0,0
428000,278000,0,0,0,0,0
428000,280000,7.6,173,6.2,1.4,0.1
428000,282000,15.2,346,12.3,2.1,0.3
428000,284000,12.8,247.6,8.7,15.8,0.1
428000,286000,10,280.7,9.8,1.9,0.8
428000,288000,8.2,260.8,9.2,2.7,1.2
428000,290000,9.6,338.1,13.6,3.3,1.8
428000,292000,11.6,476,27.6,0.5,3.7
428000,294000,2,129.2,8.2,0,0
428000,296000,1,64.6,4.1,0,0
428000,298000,7.6,357.2,22.3,1.6,8.5
428000,300000,6.9,357.2,22.8,0.4,6.9
428000,302000,4.5,285.8,22.1,0.4,3.4
428000,304000,6.3,318.1,19.9,1,0.5
428000,306000,6.2,311.4,19.3,6,0.1
428000,308000,3.5,201.8,14.6,0,0
428000,310000,3,338,25.4,0,5.3
428000,312000,6.4,358.9,23.3,27.1,4.1
428000,314000,7.1,229.4,11,0.1,0.8
428000,316000,6.5,149.2,6.5,8.3,0
428000,318000,2,90.1,4.8,9,0
428000,320000,11,440.3,22.9,1,0
428000,322000,4,270.3,9.2,0,2.9
428000,324000,6.1,279.4,8.6,0,3.1
428000,326000,6.2,283.2,12.7,18.6,1.6
428000,328000,5.3,196.1,10.7,0,0
428000,330000,9.1,232.8,10,0,1.9
428000,332000,9.4,254.1,9.8,0,3.3
428000,334000,6,385.4,10.4,0,4.8
428000,336000,4.7,344,10,0,2
428000,338000,8.4,409.5,12.5,0,0.4
428000,340000,7.7,413.1,14,0,1.2
428000,342000,5.8,331.9,11,0.8,0.8
428000,344000,9.2,319,10.4,5.1,2.5
428000,346000,11.6,347,11.7,3.7,6.4
428000,348000,9.9,390.9,10.1,19.9,3.3
428000,350000,14,306.8,5.8,67.6,3.1
428000,352000,11.3,278.6,4.5,51.9,4.4
428000,354000,7.5,185.8,3,34.6,2.9
428000,356000,0,0,0,0,0
428000,358000,14.7,410.6,4,42.5,7.5
428000,360000,0,0,0,0,0
428000,362000,0,0,0,0,0
428000,364000,0,0,0,0,0
428000,366000,2.4,666.8,0,317,0
428000,368000,4.8,731.5,0,340.3,0.6
